"StartDate","EndDate","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientEmail","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","Q2_20_TEXT","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18"
"2022-09-29 17:12:32","2022-09-29 17:16:30","100","237","True","2022-09-29 17:16:30","R_2aOGbPwfdG9okeH",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4B",NA,"STEM, Peer Review Journals, Experiments, Studies,","I would look through a data base of peer reviewed journals, research articles, and books to take notes on this said topic of question. ","The original source, where the ideas originally came from. ","The secondary source draws upon the ideas of the primary source, but it's not the original form of where a certain idea might have come from. ","Clear","Confident","Prepared","3-5","Writing, Study Skills, Time Management, Organization, Flexibility with academics and people, Friendly energy","Strongly agree","I want to pursue product design, so I definitely need to be creative!","Strongly agree","Since I want to pursue product design through a cognitive science major,  I will need to constantly discover and innovate new things. ","Somewhat agree",NA,NA
"2022-09-29 17:14:26","2022-09-29 17:18:01","100","215","True","2022-09-29 17:18:02","R_3DbjTwsw6tIBVXK",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4B",NA,"Laborious work. Lots of reading, understanding, examining new material. Lots of writing.","How does skincare act as therapy?
Find a randomized sample with individuals who utilize a skincare routine and one who doesn't utilize
Look at the time they spent on it, the different ranges, and how it can affect their mood","A primary source is when I have actively read or talked to an individual.","A secondary source is when I read about someone who describes a primary source.","Clear","Unconfident","Unprepared","1-2","Time management/ understanding priorities","Somewhat agree",NA,"Strongly agree",NA,"Strongly agree",NA,"Discovering something on a journey."
"2022-09-29 17:13:08","2022-09-29 17:18:56","100","348","True","2022-09-29 17:18:57","R_247McsjGBH3Ae7r",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4B",NA,"I usually think about science, related to hypotheses and experiments that result in answered scientific questions.","I would typically use the internet and look for various sources and use them to look up more questions.","A primary source is an original source written by a person about an original idea or topic.","A secondary source offers commentary or observations about a primary source, often citing that primary source.","Clear","Confident","Prepared","3-5","Good writing skills, time management, discipline","Strongly agree","I am majoring in Dance and Performance Studies","Somewhat agree",NA,"Strongly agree",NA,"Not really sure"
"2022-09-29 17:13:58","2022-09-29 17:19:15","100","317","True","2022-09-29 17:19:15","R_29hKBnPybVzltJ0",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4B",NA,"Research to me is studying and finding answers. ","Gather my materials, take observations of the lab, record notes, make it into some sort of presentation or paper, discussing my findings. "," A primary source is a source that is derived from the main recorder's perspective and is reliable. It is where the subject was derived from. ","A secondary source is a second site that explains key findings about a topic. It is also posted from a reliable source. ","Clear","Confident","Unprepared","1-2","Time management, getting good sleep, taking care of your mental and physical health, eating well.","Neither agree nor disagree","It depends on your major. I am in stem and social science so I don't really think creativity applies here. ","Strongly agree","It is important. Need I say more?","Strongly agree","yes yes",NA
"2022-09-29 17:13:03","2022-09-29 17:20:23","100","440","True","2022-09-29 17:20:24","R_29vsWcFw5x9wT3H",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4B",NA,"What typically comes to mind when I hear the word research is science. Usually in a lab setting where it lead to an advancement in technology and society. ","I would first create a hypothesis and then collect data. Whether it be conducting an experiment or survey, or through observations, and even previous research articles. ","I primary source is one that was there when the incident occurred and saw it happened with their own eyes, or personally experienced this event. ","A secondary source would be where the information was written about and the author did not experience the event firsthand. An example is a textbook. ","Clear","Confident","Unprepared","3-5","I think time management and organization skills are necessary to succeed in college. There are many activities you would want to participate in, however, it is important to balance school work with it. I think a strategy would be to actually do the readings ahead of time (before lecture) so that way you will know what is going on in class, since I find that often times lectures would want you to know the information beforehand. ","Somewhat agree",NA,"Somewhat agree",NA,"Somewhat agree",NA,"I think it is the process to making a discovery, whether it is a personal one or one for society. "
"2022-09-29 17:12:52","2022-09-29 17:20:24","100","451","True","2022-09-29 17:20:24","R_1nTJ5bb5ZaZ2UZn",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4B",NA,"interviewing, surveying, analyzing statistics in order to come to conclusions about a certain research topic","It would depend on the topic.","A primary source is the most root frame of reference for something","i don't know i made the first one up","Unclear","Unconfident","Very Unprepared","0","probably research skills
time management
determination
accountability","Somewhat agree","There will be, and have already been, certain assignments and tasks that require me to step outside of my comfort zone or think in ways that i typically do not.","Neither agree nor disagree",NA,"Strongly agree","Having personal connections with others is one of the most important ways you can learn.","The experience that comes with finding new, exciting, and valuable information."
"2022-09-29 13:03:21","2022-09-29 17:21:15","100","15473","True","2022-09-29 17:21:15","R_TwnVIVHD6kDVFMl",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4B",NA,"Utilizing evidence to come up with conclusions. Scientific or humanities research difference. Wet lab with chemicals and dry lab with scientific principles. Using databases to look up past ideas and formulating new arguments with them. ","I would go onto the databases provided by the library to find credible sources with ample information.","A source written by a person who experienced or lived at the time of a certain event.","A source written about a time period during a different one.","Clear","Unconfident","Unprepared","1-2","Problem solving, resilience, determination","Strongly agree",NA,"Strongly agree",NA,"Strongly agree",NA,"An experience that you try out, which will function as a learning experience."
"2022-09-29 17:15:43","2022-09-29 17:21:15","100","332","True","2022-09-29 17:21:16","R_3gMji2mYmJRWcb6",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4B",NA,"A process of organized discovery","Browse the internet for background information on the topic, generate multiple questions about the topic, then answer those questions either through data gathering/analysis or through reading other sources.","A source that has a direct relationship/experience with the topic of interest.","A source that has an indirect relationship with the topic of interest, and contains information gathered through research rather than direct experience.","Clear","Unconfident","Unprepared","3-5","Self-motivation and willingness to learn.","Strongly agree",NA,"Somewhat agree",NA,"Somewhat agree",NA,"The experience or process of learning something new?"
"2022-09-29 15:15:21","2022-09-29 17:22:18","100","7616","True","2022-09-29 17:22:19","R_2En7gWrRoFByF1g",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4B",NA,"When I hear the word ""research,"" I think of a learning process which involves an open-ended question, and the accumulation of primary and secondary sources that can be analyzed and elaborated upon in order to answer that question.","I would go to reliable online databases that I can trust to find primary and secondary sources, reading and annotating them in order to find specific information that most strongly demonstrates examples of my topic, or answers my question the best.","A primary source is one that was written during the time of a researcher's specific area of focus, whether this be for an entire research field or for an individual research project. ","A secondary source is one that is written in response to a primary source or some sort of historical document. It illustrates one's biases on a particular event, person, or source. ","Clear","Confident","Unprepared","3-5","Being able to self-advocate and ask for help is imperative, as well as being able to have good time management skills. Procrastinating is a habit that one absolutely must break in order to be able to generate the most thoughtful, well-articulated products!","Strongly agree","I plan on majoring in English and minoring in Journalism, so being able to write well and come up with my own original content is going to be a necessary component of my success here. ","Strongly agree",NA,"Strongly agree","Without some aspect of interaction with peers or a professor in any given class, I find that it is difficult to care about a course or feel like my contributions truly matter. ","""Discovery experience"" means the ability to discover things beyond just looking up a question online and immediately getting the answer. It requires much more research, sometimes outside of the digital realm. "
"2022-09-29 17:12:50","2022-09-29 17:22:57","100","606","True","2022-09-29 17:22:58","R_3LirEbkXuUhbiTM",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4B",NA,"I think of technology, questions, writing, and the subject of learning.","I would first analyze the question itself and take notes on parts that I understand, parts I think I understand, parts I don't know, and using this knowledge, I would almost predict an answer to the question.  Then, I would broadly research the topic I was assigned and slowly start finding key details that relate to my specific question.  I would gather information from many different sources and culminate this newfound knowledge towards my writing piece.  Using interesting facts and the information I have found, I would try to construct a well-rounded, educating piece.","A primary source is evidence found directly from an article or piece of research.","A secondary source is evidence found from an article, and the article has cited information from a different piece of text.","Unclear","Unconfident","Unprepared","3-5","To succeed in college, you must have the ability to adapt and know your resources.","Strongly agree",NA,"Strongly agree",NA,"Strongly agree",NA,"To me, the discovery experience is finding new interests and finding new ideas to be engaged in."
"2022-10-01 15:35:23","2022-10-01 15:40:05","100","282","True","2022-10-01 15:40:05","R_2ZBOIc0cKr3uetS",NA,"37.6609","-122.0491","anonymous","EN","College Writing Programs R4B",NA,"Finding sources","Google the topic first, understand what the topic is about. Find reliable sources regarding this topic, and try to develop a thesis.","Original writings, data directly from lab, survey results, etc","Sources used in existed research","Clear","Unconfident","Unprepared","3-5","Always ask for help, and have one’s own pace. Don’t procrastinate. ","Somewhat agree",NA,"Somewhat agree",NA,"Strongly agree",NA,"Finding something new about myself and the surroundings."
"2022-10-01 23:02:06","2022-10-01 23:05:36","100","209","True","2022-10-01 23:05:36","R_3GxlTORbVHNgWF6",NA,"37.7047","-122.1245","anonymous","EN","College Writing Programs R4B",NA,"Lab work, studies, grants, discoveries ","Background research, reach out to mentors, conduct an experiment, follow experimental process","You interviewed them then it’s a primary source","You listen to another interview done by someone else then it’s secondary ","Clear","Unconfident","Prepared","1-2","Problem solving, time management, analytical skills ","Somewhat agree",NA,"Somewhat agree",NA,"Somewhat agree",NA,"Something where you are able to discover your curiosities more. Sadly most of the time at Berkeley that comes with a cost, the cost of trying comes with risking your gpa "
"2022-10-02 00:54:01","2022-10-02 01:01:38","100","456","True","2022-10-02 01:01:38","R_CltlhlsxidSMk3T",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R1A",NA,"A way to discover a topic in our own method. We then develop perspective, ideas and solutions from it. We research to find the unknown, and to prove our argument. ","Depend on the topic or question. I would first do a mind map of what I need to do. Then I would start reading and searching for articles and studies related to my article. Then I would start my research whether is a survey or just a case study. ","A source from a interview, something we see, hear directly. ","A secondary resource can be a scholarly reading. ","Clear","Very Confident","Prepared","9-10","Research is a super important skill. I believe determination, reflection, and responsibility are important in college. No matter how many times we fail, we will never give up. If we win or lose, we will go back and reflect back on our action. Taking responsibility of our own life and making the right decision for ourselves to succeed. ","Somewhat agree","The society in changing, and the education program needs to catch up with the current issue, situation, and culture. ","Strongly agree",NA,"Strongly agree",NA,"Discovery experience can be on a topic, a group but also ourselves. Discovery experience helps us to learn more about ourselves more than anything. Through these experience we are able to learn the knowledge to find ourselves. "
"2022-10-02 09:32:24","2022-10-02 09:37:30","100","305","True","2022-10-02 09:37:30","R_2VmaU7nppinuVKU",NA,"37.8075","-122.2644","anonymous","EN","College Writing Programs R4B",NA,"Inquiry, looking further into a subject","I would first breakdown the different aspects of that specific topic/question and make sort of sub questions. Then from there try and get information.","First hand account","Did not have a first hand account, rather discussing what happened in the first hand account","Clear","Confident","Unprepared","1-2","Time mangement","Somewhat agree",NA,"Somewhat agree",NA,"Strongly agree",NA,NA
"2022-10-02 13:51:20","2022-10-02 13:55:44","100","264","True","2022-10-02 13:55:45","R_3KoyyEc5lg2RNZi",NA,"37.8637","-122.276","anonymous","EN","College Writing Programs R4B",NA,"searching for new information/discoveries; trying to prove why something exists as it does; trying to learn more about a topic ","I would find articles/journals/publications related to the topic and I would talk to experts or survey a population","a first hand witness on the subject","someone writing about a first hand witness/situation that they themselves did not experience","Clear","Unconfident","Unprepared","1-2","Time management, study habits, motivation, using of resources, communication with instructors, valuing self care and managing your needs","Somewhat agree",NA,"Somewhat agree",NA,"Somewhat agree",NA,"Experiencing things you haven't before and learning more about yourself or something else in the process."
"2022-10-02 14:32:51","2022-10-02 14:40:32","100","460","True","2022-10-02 14:40:32","R_5cMlltVTvzqGzAd",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4B",NA,"Going to available sources for information on a topic; potentially to discover new things on that topic.","1. Start with a general source like Wikipedia or Britannica, or go to a professor for key sources.
2. Get into more specific/specialized sources, including primary sources.
3. Write about the topic with your own set of analyses/point of view.
","It's a record of information from someone who experienced the topic first-hand.","A secondary source records the information second-hand from a primary source.","Clear","Confident","Unprepared","1-2","1. Time management
2. Ability to ask for help
3. Commitment ","Neither agree nor disagree",NA,"Neither agree nor disagree",NA,"Somewhat agree",NA,"It sounds like a more hands on type way of learning."
"2022-10-02 16:12:09","2022-10-02 16:12:27","100","18","True","2022-10-02 16:12:28","R_5aPplOPZdLpKKAh",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-10-02 16:13:33","2022-10-02 16:17:51","100","258","True","2022-10-02 16:17:51","R_2EtJzSDP4Bso27G",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R1A",NA,"Information, discovery, initiative, curiosity.","Write what I already know, make educated guesses, research, analyze research. ","Something that had firsthand views on the topic. ","Something that uses primary resources to keep analyzing, spreading the information.","Clear","Unconfident","Unprepared","1-2","Time management, organization, efficiency, reading and writing skills.","Strongly agree",NA,"Strongly agree",NA,"Somewhat agree",NA,NA
"2022-10-03 11:13:17","2022-10-03 11:18:09","100","292","True","2022-10-03 11:18:10","R_3hun5iUScg7dDq5",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"The term research means to learn from primary and secondary sources in order to make an argument and then put it into your own words.","I would first look at the available sources. Then determine which sources are credible. Take notes on the subject to develop a claim. ","A source written from a first hand experience ","A source written describing someone else’s experience ","Clear","Confident","Unprepared","3-5","I think the ability to think critically and outside of the box is the most essential skill in college and life ","Somewhat agree",NA,"Strongly agree",NA,"Somewhat agree",NA,"Discovery experience means learning about the physical world as well as learning about yourself."
"2022-10-03 11:13:45","2022-10-03 11:18:16","100","270","True","2022-10-03 11:18:16","R_20M4QM1gkGod3AE",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4A",NA,"Lab coats and papers","do a quick google search and get a basic idea
go on jstor or some other database and search up keywords","a direct source of information, from the time of an event/ someone who experienced & documented it","an analysis, opinion, explanation of a primary source","Clear","Confident","Prepared","1-2","Diligence, time-management, commitment. ","Neither agree nor disagree",NA,"Somewhat agree",NA,"Neither agree nor disagree",NA,"an experience where we discover something"
"2022-10-03 11:13:25","2022-10-03 11:18:35","100","309","True","2022-10-03 11:18:35","R_0jRiRluUtH4rurT",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4A",NA,"When I hear the word  ""research"", the first thing that comes to mind is a research project. ","If I were assigned a project to research a specific topic or question, I would do the following:
1) Identify the topic or question at hand.
2) Check out the UC Berkeley Library website for research tips
3) Look the topic up in databases, books, etc. 
","A primary source, in my eyes, is a source that comes directly from the author. The opposite of a 3rd party source. ",NA,"Unclear","Unconfident","Unprepared","1-2","I think that there are many skills that are necessary to succeed in college:
- Being able to focus on the topic at hand
- Good attention span
- Good reading and writing levels
- ","Neither agree nor disagree",NA,"Neither agree nor disagree",NA,"Somewhat agree",NA,"I have no Idea what the phrase means to me"
"2022-10-03 11:12:49","2022-10-03 11:18:40","100","350","True","2022-10-03 11:18:40","R_3HRnaJGqtuyLsUo",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"Looking into problems that do not have a lot of data or that people do not know much about.","First, you would want to pick a topic then you would look into the topic and collect data on it then using your finding and data you would formulate a conclusion.","Is a first-hand source","Is a source that presents information from a primary source","Unclear","Very Unconfident","Prepared","3-5","Time management, planning, and accountability","Strongly agree","You need to be able to be creative in order to come up with new ideas that can be impressive both in and out of a classroom.","Somewhat agree","I need to be able to discover new things in and out of the classroom.","Somewhat agree","It's important to have rules so that the conversation remains civil, especially in controversial cases.","It means learning new things most likely in regard to research projects and how to conduct your own research."
"2022-10-03 11:13:28","2022-10-03 11:18:59","100","330","True","2022-10-03 11:18:59","R_1fd7HZi4qOHGQEM",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"discovering and finding information that is helpful to solve current problems or learn more about them ","I would try to reach out to people who are experts in the field, work with them, and use the internet to expand my knowledge as well ","a source that is really important","a source that isn't as important. A backup. ","Clear","Confident","Unprepared","3-5","critical thinking, open-mindedness, problem-solving, and collaboration ","Somewhat agree",NA,"Somewhat agree",NA,"Strongly agree",NA,"finding yourself and what makes you happy. Also learning about the world, resources, and opportunities around you "
"2022-10-03 11:13:17","2022-10-03 11:19:21","100","364","True","2022-10-03 11:19:21","R_3kc7VFDuycl4goN",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"When I hear research I think of trying to learn more about an event, situation, or person. I also think about trying to solve and prove a certain issue through research as it provides evidence and facts. ","I would at first try to get some background information regarding the the topic. From there I would try to develop an answer or response to the topic or question. The next step I would take would be to try and search and find evidence that furthers my claim or shows me how to answer the question asked.","A directly un-paraphrased and untouched piece of information/evidence.","A summary or collection of evidence or pieces of information. ","Clear","Unconfident","Unprepared","1-2","Time management, writing, listening, reading. Commitment and drive. ","Somewhat agree",NA,"Somewhat agree",NA,"Strongly agree",NA,"I don't necessarily have a clear idea regarding what the phrase ""Discovery experience"" means but if I had to take a guess, what it means to me is the chance to figure something out for the first time and gain exposure to it."
"2022-10-03 11:14:52","2022-10-03 11:19:24","100","272","True","2022-10-03 11:19:25","R_RhkEGA9IscBCIKd",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"Discovery of new ideas, evidence-based claim","1. Literacy Research
2. Primary Research Planning
3. Experiment and Data Collection if needed
4. Analyze evidence
5. Conclusion
6. Evaluation of the research process","Information you get directly from the individual","Information you gained after one or more round of editing","Clear","Unconfident","Prepared","3-5","Dedication, Vision, Growth Mindset, Creativity ","Strongly agree",NA,"Strongly agree",NA,"Strongly agree",NA,"An experience where individuals get to explore new opportunities "
"2022-10-03 11:10:32","2022-10-03 11:19:26","100","534","True","2022-10-03 11:19:27","R_3LcFKPelVnurQLK",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"Investigating in order to reach a conclusion about a particular question. ","(1) general Google search to get acquainted with the topic and look into any unfamiliar vocabulary
(2) find credible sources tied to that topic or question
(3) takes notes on those sources
(4) compile notes into the outline/structure of my essay
(5) write first draft of the essay","a source that comes directly from the subject being researched","a source that comes from someone who has summarized/analyzed a primary source","Unclear","Unconfident","Unprepared","0","research skills / navigating all the libraries on campus to take full advantage of resources","Somewhat agree",NA,"Somewhat agree",NA,"Somewhat disagree",NA,"""Discovery experience"" means an opportunity to learn about a topic that I know nothing about. "
"2022-10-03 11:14:59","2022-10-03 11:21:58","100","418","True","2022-10-03 11:21:58","R_28XS5DpYG6KX2RC",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"When I think about research, I think about exploring areas that have not been explored yet, with the use of existing knowledge and resources, to draw strong conclusions and help state new facts. ","Firstly, I would highlight the key words in the topic or question and establish my main aim for the project. Then I would start dividing the main area into subdivisions of research (etc. effects on a, b, c, the correlation between two things, etc.) After that I will look for reliable sources to dig through for research, and highlight the parts that are important to me.  ","A primary source is a firsthand experiment or result concluded through an original document. ","Any secondary source is an existing research paper. ","Clear","Confident","Prepared","3-5",NA,"Somewhat agree",NA,"Somewhat agree",NA,"Strongly agree",NA,"A discovery experience is an experience through which I discover something new and learn in the process. "
"2022-10-03 11:15:10","2022-10-03 11:23:30","100","499","True","2022-10-03 11:23:30","R_1gMvzg8eNuR9AgT",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4A",NA,"When I hear the term research, I think about discovering and lengthy studies on a certain topic with the hopes of uncovering a new idea. ","If I were to research a topic, I’d first search the topic online and determine a plan to best retrieve data. Certain topics might require hands on experiments, others might require extensive readings, or participants - so I’d start by finding a way to test my research. ","A primary source is a source at the scene of the event. Someone who could speak to the sights, sounds, feels, etc. as a person there. ","A secondary source is a source that speaks to someone else’s experience. ","Unclear","Unconfident","Prepared","6-8","Take initiative, be responsible, set boundaries for yourself and others. ","Strongly agree",NA,"Somewhat agree",NA,"Strongly agree",NA,"The experience conducting research"
"2022-10-03 11:13:32","2022-10-03 11:23:45","100","613","True","2022-10-03 11:23:45","R_12eQY3b3NtWHEjO",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"Research is the devotion to a field of study. A person embarks on a journey to answer a question, some research goes no where and the question remains unanswered and some investigations are more fruitful.","Look at previous investigations into the topic and look at what we already might know. The results of the preliminary research might steer our line of inquiry or what we want to ask.","A primary source is a source from a person or people recounting an event they spefically witnessed or participated in.","A summary, analysis, or retelling of a primary or secondary source.","Clear","Confident","Unprepared","3-5",NA,"Strongly agree",NA,"Somewhat disagree",NA,"Neither agree nor disagree",NA,NA
"2022-10-03 11:14:18","2022-10-03 11:47:26","100","1987","True","2022-10-03 11:47:26","R_2vbGpMipjIYXrqG",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R1A",NA,"When hearing the word research, I think about looking up articles, videos, or any other resources in order to learn more about what I am interested in or need more information on. ","Well to begin, I would make sure I understand the question, and if I don't, I will begin researching about the context of the question and what it is asking me to do. Secondly, I would look up the question or topic and would read or watch videos based on relevancy and reliability. If there is something a video or articles touches upon that contributes to the task or topic I am researching, I will look that up as well. From then on, I will continue navigating the web to ensure I have collected all the information I need.  ","A primary source is a source that comes directly from what the topic is relating too. ","Secondary source is a source that comes from indirectly, like someone reporting an issue rather experiencing it. ","Clear","Confident","Prepared","3-5","Integrity, persistency, ambitious, as well as stepping out of your comfort zones are some skills, strategies, or values that are necessary. ","Somewhat agree",NA,"Somewhat agree",NA,"Somewhat agree",NA,"Discovery experience is the experience and journey one undergoes when discovering or researching something, more specifically what they gained when doing so. "
"2022-10-03 11:12:58","2022-10-03 11:56:26","100","2608","True","2022-10-03 11:56:27","R_OlNxDgLTkz3svaF",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"Research is the ability to understand or explain why certain phenomena exist the way that they do. While science research usually comes to mind when I first hear the term, research can be applicable to many departments and is an interdisciplinary subject. ","The steps that I would take to get this information is to first find credible sources that relate to the topic I'm presenting or researching on. I would need to find sources that provide unbiased and factual information, because I would not want my research to be untrue or heavily skewed towards a certain perspective. I would also need to develop a research report to summarize my findings.","A primary source is either an object (physical item) or experience (possibly from a person who witnessed the event) that details the event and its actions.","A secondary source is either an object or person who talks about that specific event and reports on it, not providing their own experience.","Clear","Unconfident","Prepared","1-2","The sets of skills and strategies that I think are necessary for success in college include prioritizing your activities and time management. Having a good balance of both a social and academic life is important as well.","Strongly agree",NA,"Strongly agree",NA,"Strongly agree",NA,"To me, discovery experience means the journey of trying something new while discovering some facet of yourself or your experience that you have not experienced before."
"2022-10-03 13:20:56","2022-10-03 13:29:23","100","507","True","2022-10-03 13:29:24","R_1fm8TERIA0hCLfH",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4A",NA,"Discovery, new ideas","Google, read, look at data, ask experts
","A first hand account of something","Something that talks about an event, but the author was not present at it.","Clear","Confident","Prepared","6-8","Persistence, time management, people skills, the desire to learn","Strongly agree",NA,"Strongly agree",NA,"Somewhat agree",NA,"An experience in which you research and learn something new rather than being lectured."
"2022-10-03 15:12:23","2022-10-03 15:12:44","100","21","True","2022-10-03 15:12:45","R_1QmZPFxB5FZyw4d",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-10-03 15:08:29","2022-10-03 15:13:47","100","317","True","2022-10-03 15:13:47","R_smSYXGSwA4X5Rrr",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R1A",NA,"Examining multiple perspectives about a certain topic.","look up key words through a database, from those sources conduct more specific investigation of key topics/concepts mentioned in those sources","direct source to a piece of information: eyewitness testimony, newspaper, piece of art, artifact","a source written about a primary source","Clear","Confident","Prepared","3-5","mindset of being open to change, willing to take risks & have your ideas challenged, growth mindset, approaching conversations with willingness to be convinced you are wrong","Strongly agree",NA,"Strongly agree",NA,"Somewhat agree",NA,"project based-learning, experiential learning, methods of learning that encourage me to be curious and engage in self-reflection of my own unique identity "
"2022-10-03 15:11:04","2022-10-03 15:14:19","100","194","True","2022-10-03 15:14:19","R_eIZDjcoWVOosiDD",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4A",NA,"Academic research and publications","I would use good sources to put together a report.","A primary source is a source from the original event or occurrence.","A secondary source is one that describes an event or occurrence but was not present at it.","Clear","Confident","Prepared","6-8","Study and research","Somewhat agree",NA,"Somewhat agree",NA,"Somewhat agree",NA,"The experience of discovering something new"
"2022-10-03 15:11:09","2022-10-03 15:14:23","100","194","True","2022-10-03 15:14:23","R_5tFsUAB8Yx2M2ZP",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R1A",NA,"Finding information about a topic","Think about what I already know about the subject, find articles, books, etc, about the topic, write notes about what I read or watched, and use my notes to write a paragraph or essay about the topic","A source that is a firsthand account of something","A source that is explaining a secondhand account of something","Clear","Confident","Prepared","1-2","Hard work, dedication","Strongly agree",NA,"Neither agree nor disagree",NA,"Somewhat agree",NA,"Learning more about an unknown topic to somebody"
"2022-10-03 15:11:34","2022-10-03 15:16:28","100","293","True","2022-10-03 15:16:28","R_3q8Mn3zTlpZx1BU",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4A",NA,"Scientific research and studies to further the development of society.","I would pull evidence sources from the library, internet, etc and gather a group of individuals who have the same goal in mind to work together.","I’m not sure what that is.","I’m not sure what that is","Very Unclear","Very Unconfident","Very Unprepared","0","Proper study habits, time management, discipline, ","Neither agree nor disagree","I’m not sure how to be creative in a university that’s tailored to one side.","Neither agree nor disagree","I’m not really sure","Somewhat agree","It’s essential to collaborate and connect with your peers","Not really sure"
"2022-10-03 15:11:16","2022-10-03 15:17:25","100","368","True","2022-10-03 15:17:25","R_2eWE5y7fgpUglB1",NA,"37.8657","-122.2571","anonymous","EN","College Writing Programs R4A",NA,"When I hear the word ""research"", I think of finding information about a topic that intrigues me--specifically information that I did not already know. ","First, I would find a solid definition or explanation of the topic or question to better understand what I'm looking for. Then, I would look for academic journals about said topic to explore its significance a bit more. Lastly, I would skim op-ed's and other opinions about the topic to gauge the world's view of it. ","A source that has first-hand experience with a topic. ","A source that has second-hand experience with a topic.","Clear","Confident","Unprepared","3-5","I think resilience is a key--if not the only--skill necessary to succeed in college. It is expected to fail at times, not everything is going to come easy. But a part of learning is learning from mistakes and taking them to get better. Being resilient to adversity propels a better outcome. ","Strongly agree",NA,"Neither agree nor disagree",NA,"Strongly agree",NA,"I do not know what the discover experience means."
"2022-10-03 15:12:05","2022-10-03 15:18:16","100","371","True","2022-10-03 15:18:17","R_1CBVe1J6qw8hwdW",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4A",NA,"Whenever I hear the word ""research"" I think of having a question, and looking up different things that can help me formulate my own answer to the question, or give different perspectives.","I would take the topic or question, and just search up different things about it. I would change the topic or question slightly and search up things about that in order to get a more broad or general understanding of it as well.","A primary source is a source that comes from the question or topic itself. If the topic is about WW2, then a primary source would be a document or letter that was written around the time period of WW2 about WW2.","A secondary source is a source that is written about something. If the topic is about WW2, a secondary source would be a website about WW2, or research papers about WW2.","Clear","Unconfident","Prepared","3-5","I think work ethic, time management, and dedication are necessary to succeed.","Neither agree nor disagree",NA,"Somewhat agree",NA,"Neither agree nor disagree",NA,"Discovering things through experience."
"2022-10-03 15:11:33","2022-10-03 15:18:27","100","413","True","2022-10-03 15:18:27","R_1NEsnUYxPrDNy7k",NA,"37.8736","-122.257","anonymous","EN","College Writing Programs R4A",NA,"Research is the action of discovering-- creativity.","1. find sources which could help-- books, articles, websites
2. place valuable info into a doc/ write it down ","if the information comes from a person who witnessed the event or the documentation of it","media or sources which reinforce ideas stated in primary source-- documents, photographs","Clear","Unconfident","Prepared","6-8","knowing how to research, interpret information","Somewhat agree",NA,"Somewhat agree",NA,"Somewhat agree",NA,"involved and actively participating"
